age,monthly_income,investment_knowledge,investment_experience,num_assets,time_horizon,goal_type,investment_frequency,dependents,market_sensitivity,net_worth,preferred_asset,education_level,employment_type,risk_profile,expected_return
28,19807,10,4,9,29,House,Monthly,1,2,1034128,Stocks,Masters,Salaried,Speculative,3.66
65,12767,6,10,2,28,Retirement,Monthly,1,4,1430570,Crypto,Bachelors,Salaried,Speculative,3.2
33,9071,2,3,1,15,Wealth Accumulation,Monthly,2,7,993098,Real Estate,High School,Salaried,Speculative,2.91
50,16540,8,8,6,26,Wealth Accumulation,Monthly,3,9,347744,Bonds,PhD,Retired,Aggressive,2.66
26,3908,6,8,1,13,Education,Quarterly,4,8,1028027,Crypto,PhD,Salaried,Speculative,2.0
23,5712,4,16,6,19,Retirement,Yearly,1,10,943101,Mixed,Masters,Freelance,Speculative,2.42
33,13190,4,7,2,3,Education,Yearly,2,1,1903329,Real Estate,Masters,Salaried,Speculative,4.18
46,11150,7,14,7,2,Education,Quarterly,4,9,1068012,Mixed,PhD,Retired,Speculative,4.64
20,5491,3,8,7,13,Retirement,Yearly,4,7,1220087,Mixed,High School,Unemployed,Speculative,4.86
37,14919,3,4,4,7,House,Quarterly,4,2,1119970,Mixed,PhD,Unemployed,Speculative,2.84
53,15168,6,3,2,9,Wealth Accumulation,Quarterly,4,8,455971,Real Estate,Masters,Retired,Aggressive,2.96
36,9593,9,19,7,22,Retirement,Quarterly,0,4,735937,Crypto,High School,Unemployed,Speculative,2.9
43,18358,1,17,1,10,Wealth Accumulation,Yearly,1,4,1482074,Mixed,High School,Salaried,Speculative,3.57
20,17607,5,8,2,1,House,Quarterly,4,10,1503775,Bonds,High School,Unemployed,Speculative,3.22
36,5613,1,2,2,22,Wealth Accumulation,Quarterly,4,3,644546,Crypto,Bachelors,Unemployed,Speculative,2.0
37,12426,1,8,1,16,Wealth Accumulation,Monthly,2,7,458668,Mixed,Masters,Unemployed,Aggressive,3.37
49,17609,3,8,9,11,Education,Monthly,2,0,180207,Real Estate,Masters,Freelance,Moderate,2.0
24,9183,3,3,6,24,Education,Yearly,0,5,1401459,Mixed,Masters,Salaried,Speculative,2.0
69,18725,4,6,3,8,Education,Monthly,4,6,295341,Mixed,High School,Unemployed,Moderate,2.99
58,9401,3,6,6,26,House,Monthly,0,7,593696,Stocks,Bachelors,Unemployed,Speculative,2.15
50,4727,6,7,7,13,Education,Monthly,2,3,1914729,Stocks,Masters,Retired,Speculative,2.72
57,14703,4,0,3,16,Wealth Accumulation,Quarterly,1,8,1147798,Crypto,Masters,Unemployed,Speculative,2.93
56,11218,8,8,4,3,Wealth Accumulation,Monthly,3,2,1062935,Stocks,Masters,Freelance,Speculative,4.23
35,1393,1,11,1,13,Wealth Accumulation,Yearly,3,7,161470,Real Estate,PhD,Retired,Moderate,4.01
57,16992,8,5,6,17,Retirement,Quarterly,0,9,1254529,Stocks,PhD,Unemployed,Speculative,2.54
18,10035,1,12,6,21,Wealth Accumulation,Yearly,2,10,1141921,Real Estate,Bachelors,Retired,Speculative,4.09
28,10716,1,4,9,6,Education,Yearly,3,9,1982070,Mixed,PhD,Retired,Speculative,2.6
45,9795,7,18,2,10,House,Yearly,4,4,1384622,Crypto,High School,Salaried,Speculative,3.41
42,1581,1,0,5,9,House,Yearly,1,4,59712,Stocks,Bachelors,Unemployed,Conservative,2.16
67,15330,9,17,5,18,Wealth Accumulation,Yearly,2,6,1608454,Stocks,Bachelors,Retired,Speculative,5.04
40,11131,8,7,7,17,Wealth Accumulation,Monthly,0,4,298247,Crypto,PhD,Unemployed,Speculative,3.65
48,1132,1,7,5,7,Retirement,Monthly,2,6,897974,Real Estate,High School,Salaried,Speculative,2.91
47,15984,2,14,4,2,Wealth Accumulation,Yearly,1,8,1364321,Real Estate,PhD,Salaried,Speculative,3.66
59,4385,2,18,2,11,Wealth Accumulation,Yearly,2,4,968503,Stocks,Bachelors,Salaried,Speculative,3.84
52,4770,2,9,8,18,Wealth Accumulation,Monthly,0,1,128483,Real Estate,High School,Retired,Moderate,2.0
24,3268,6,15,5,3,Retirement,Yearly,4,9,1401400,Real Estate,Bachelors,Retired,Speculative,4.07
33,1975,4,10,4,14,House,Monthly,2,5,651308,Stocks,PhD,Retired,Speculative,3.68
43,8605,8,11,9,20,Wealth Accumulation,Yearly,0,8,456621,Stocks,Bachelors,Freelance,Speculative,4.28
65,8213,1,15,2,13,House,Yearly,4,8,1805803,Stocks,PhD,Freelance,Speculative,3.11
69,12455,10,15,3,23,Retirement,Quarterly,3,4,1472453,Bonds,Bachelors,Freelance,Speculative,3.87
66,3835,4,19,8,17,Retirement,Yearly,2,10,214468,Stocks,Masters,Unemployed,Speculative,3.46
19,3738,10,2,4,29,Wealth Accumulation,Quarterly,4,1,1306193,Bonds,High School,Freelance,Speculative,3.45
18,10549,5,8,9,22,Retirement,Yearly,3,5,218472,Mixed,High School,Unemployed,Moderate,3.18
65,5134,9,7,9,11,Retirement,Quarterly,2,3,1295021,Real Estate,Masters,Freelance,Speculative,4.21
29,7833,5,9,9,7,House,Monthly,2,3,1562609,Bonds,Bachelors,Retired,Speculative,3.84
22,9353,3,12,1,3,Education,Yearly,1,2,623787,Mixed,PhD,Retired,Speculative,3.53
54,16690,4,17,6,3,House,Monthly,2,0,1563484,Real Estate,Masters,Unemployed,Speculative,2.16
49,2909,10,12,6,2,Wealth Accumulation,Quarterly,2,8,900543,Real Estate,Masters,Retired,Speculative,3.48
26,15496,7,12,8,21,Retirement,Quarterly,4,5,475572,Real Estate,Bachelors,Salaried,Speculative,4.05
58,13062,1,14,7,16,Wealth Accumulation,Quarterly,0,9,627385,Crypto,Bachelors,Unemployed,Speculative,2.0
52,10850,6,12,7,23,House,Quarterly,1,10,1262406,Crypto,High School,Salaried,Speculative,6.68
36,2963,8,15,2,11,Retirement,Monthly,2,2,207934,Bonds,Masters,Retired,Speculative,3.36
65,6153,1,7,4,28,Wealth Accumulation,Quarterly,4,0,1845033,Bonds,Bachelors,Unemployed,Speculative,2.1
33,11481,8,18,1,14,Wealth Accumulation,Yearly,4,5,199149,Real Estate,High School,Retired,Speculative,3.28
20,1966,7,9,7,3,House,Quarterly,0,3,953571,Mixed,PhD,Retired,Speculative,2.71
37,1889,1,11,4,7,Wealth Accumulation,Monthly,3,0,560295,Bonds,Bachelors,Retired,Speculative,4.4
41,7461,9,13,9,8,Retirement,Monthly,2,9,1700947,Stocks,High School,Salaried,Speculative,4.75
50,7166,3,5,6,13,Wealth Accumulation,Yearly,3,3,146000,Stocks,High School,Salaried,Moderate,4.19
41,17006,2,8,6,19,Retirement,Monthly,0,1,864178,Bonds,High School,Retired,Speculative,2.56
69,12381,7,6,9,11,Wealth Accumulation,Quarterly,4,2,783574,Mixed,Bachelors,Retired,Speculative,4.21
28,17344,3,5,8,1,House,Yearly,3,9,217364,Stocks,PhD,Retired,Moderate,2.44
66,11940,1,0,6,19,Retirement,Yearly,0,9,1138569,Real Estate,Bachelors,Unemployed,Speculative,3.76
25,12258,10,13,6,13,Wealth Accumulation,Monthly,3,6,364356,Real Estate,High School,Freelance,Speculative,2.07
53,8280,3,5,6,22,Education,Yearly,4,6,1849435,Crypto,Masters,Unemployed,Speculative,3.1
55,2067,6,11,4,17,Retirement,Quarterly,2,4,754453,Crypto,Masters,Retired,Speculative,2.47
57,12115,3,16,5,9,Retirement,Quarterly,1,9,1936945,Crypto,Masters,Unemployed,Speculative,2.03
37,10018,5,4,3,19,Retirement,Monthly,4,1,25622,Mixed,High School,Retired,Conservative,2.0
52,16753,9,10,9,19,Education,Quarterly,3,8,629732,Real Estate,Masters,Retired,Speculative,2.4
65,15178,7,4,2,28,House,Quarterly,2,8,173057,Mixed,PhD,Freelance,Conservative,2.0
42,16187,2,11,7,23,Wealth Accumulation,Monthly,1,8,906513,Stocks,Bachelors,Freelance,Speculative,4.45
52,5607,1,2,1,23,Education,Quarterly,0,5,678207,Real Estate,Masters,Retired,Speculative,2.85
42,4985,7,8,7,29,Wealth Accumulation,Monthly,2,0,157436,Crypto,High School,Freelance,Speculative,2.0
46,11284,4,5,2,6,Education,Monthly,4,5,1817404,Crypto,PhD,Freelance,Speculative,3.09
35,15554,7,1,5,7,Education,Monthly,3,10,1596545,Stocks,High School,Unemployed,Speculative,2.98
63,5538,6,1,1,5,Wealth Accumulation,Yearly,1,7,805360,Real Estate,Masters,Salaried,Speculative,2.56
35,19746,7,11,5,8,Wealth Accumulation,Quarterly,2,3,351937,Mixed,PhD,Retired,Speculative,3.76
19,19608,4,7,4,26,Wealth Accumulation,Quarterly,1,5,286829,Mixed,High School,Salaried,Moderate,2.42
52,7371,3,1,1,14,House,Quarterly,1,10,804188,Stocks,Bachelors,Retired,Speculative,2.26
33,2726,5,8,1,18,Retirement,Monthly,2,7,490218,Real Estate,PhD,Unemployed,Speculative,3.09
58,6791,3,15,7,21,Education,Monthly,3,5,1959283,Mixed,High School,Retired,Speculative,4.39
53,9458,3,14,3,27,Retirement,Quarterly,0,3,992600,Crypto,Bachelors,Freelance,Speculative,4.6
50,18221,4,13,9,25,Wealth Accumulation,Quarterly,2,6,1831165,Crypto,Masters,Retired,Speculative,3.94
21,16738,8,19,9,20,Wealth Accumulation,Quarterly,0,4,1735297,Mixed,PhD,Freelance,Speculative,4.59
50,18070,2,3,9,24,Education,Quarterly,1,10,1416179,Real Estate,Bachelors,Unemployed,Speculative,3.92
31,17740,4,3,1,3,Education,Yearly,1,10,1210309,Mixed,PhD,Freelance,Speculative,4.2
38,10063,3,10,4,22,Education,Monthly,3,0,1817536,Stocks,Bachelors,Unemployed,Speculative,5.27
65,11165,7,17,1,8,Education,Yearly,2,2,495234,Real Estate,Bachelors,Salaried,Speculative,2.55
37,15539,2,4,1,14,Education,Quarterly,2,2,334859,Mixed,PhD,Unemployed,Moderate,3.25
25,16572,1,1,9,25,Wealth Accumulation,Monthly,4,0,808917,Crypto,Masters,Freelance,Speculative,5.14
24,5647,10,14,5,14,Education,Yearly,3,3,1926895,Real Estate,Bachelors,Salaried,Speculative,2.17
20,11002,1,10,1,29,House,Yearly,2,1,676583,Bonds,Bachelors,Freelance,Speculative,4.75
34,11833,6,16,3,7,Retirement,Monthly,1,9,37721,Real Estate,PhD,Unemployed,Moderate,2.0
50,11420,3,15,7,6,Retirement,Yearly,3,0,983810,Crypto,Bachelors,Salaried,Speculative,4.12
65,7642,7,14,2,27,House,Quarterly,4,5,1485097,Real Estate,High School,Unemployed,Speculative,3.66
29,11542,8,2,4,6,Education,Yearly,4,6,748199,Stocks,PhD,Retired,Speculative,3.35
68,5357,5,19,2,12,Wealth Accumulation,Yearly,1,3,364245,Crypto,PhD,Retired,Speculative,2.0
39,16599,5,14,9,22,Wealth Accumulation,Quarterly,2,4,1152875,Crypto,Bachelors,Freelance,Speculative,2.0
39,14201,2,18,9,15,House,Quarterly,1,8,735273,Stocks,Bachelors,Retired,Speculative,2.92
63,3739,8,12,7,26,House,Yearly,4,7,1560397,Bonds,Masters,Retired,Speculative,3.44
47,14231,10,15,7,25,House,Quarterly,3,1,732586,Real Estate,PhD,Retired,Speculative,4.19
55,10510,1,11,2,19,Retirement,Monthly,2,9,1332630,Stocks,High School,Freelance,Speculative,2.45
55,10727,10,16,8,4,House,Monthly,1,2,966330,Real Estate,PhD,Unemployed,Speculative,3.52
62,11635,9,15,1,3,Wealth Accumulation,Quarterly,2,8,1824667,Real Estate,Bachelors,Retired,Speculative,2.62
68,10964,1,8,8,13,Education,Quarterly,3,4,675171,Bonds,Masters,Retired,Speculative,2.0
25,18261,1,5,5,25,Wealth Accumulation,Monthly,4,0,447148,Real Estate,High School,Unemployed,Speculative,2.38
44,12392,1,18,4,16,House,Monthly,1,8,1372026,Stocks,Bachelors,Retired,Speculative,2.0
44,13336,7,12,2,13,Wealth Accumulation,Yearly,4,7,1058733,Real Estate,PhD,Salaried,Speculative,3.98
51,12939,4,7,3,21,Retirement,Yearly,1,9,571932,Real Estate,Bachelors,Unemployed,Speculative,3.9
38,17676,7,11,2,10,Wealth Accumulation,Yearly,2,6,1513567,Bonds,PhD,Unemployed,Speculative,4.76
47,10843,5,8,4,13,Retirement,Yearly,0,6,1063825,Real Estate,PhD,Unemployed,Speculative,5.93
50,13823,7,3,3,8,Education,Monthly,1,7,594923,Crypto,Bachelors,Retired,Speculative,2.56
45,3686,10,12,5,12,House,Monthly,1,10,1702160,Mixed,High School,Retired,Speculative,5.09
64,1233,7,1,7,8,Education,Monthly,4,3,1302109,Crypto,High School,Salaried,Speculative,2.83
50,15429,4,2,9,9,House,Quarterly,0,6,867121,Bonds,PhD,Freelance,Speculative,3.42
22,19758,2,4,5,10,Education,Monthly,0,7,78828,Real Estate,Masters,Freelance,Conservative,2.68
65,3272,8,17,8,7,Education,Quarterly,0,10,1708823,Stocks,Bachelors,Unemployed,Speculative,4.79
36,18350,2,13,2,3,Education,Quarterly,0,9,61682,Real Estate,Bachelors,Salaried,Moderate,2.51
21,18273,9,1,6,5,Retirement,Quarterly,3,2,1650847,Real Estate,High School,Salaried,Speculative,2.0
52,4400,5,14,8,3,Retirement,Yearly,2,1,663435,Bonds,Bachelors,Freelance,Speculative,3.11
66,16371,9,7,9,18,Wealth Accumulation,Quarterly,1,1,1143603,Real Estate,Bachelors,Retired,Speculative,5.41
34,5542,9,15,4,19,Wealth Accumulation,Monthly,2,6,651773,Stocks,High School,Unemployed,Speculative,3.96
61,4523,8,2,4,28,Wealth Accumulation,Monthly,2,8,1254430,Stocks,PhD,Freelance,Speculative,4.77
45,19147,8,19,7,10,House,Monthly,2,7,1989553,Mixed,Masters,Freelance,Speculative,5.24
47,4291,4,19,4,9,Retirement,Monthly,2,9,1770333,Mixed,PhD,Unemployed,Speculative,3.85
46,3488,4,4,5,25,Education,Monthly,3,9,1241343,Real Estate,Bachelors,Freelance,Speculative,2.63
63,11892,2,3,2,24,Wealth Accumulation,Monthly,4,6,522057,Stocks,Masters,Unemployed,Speculative,2.36
23,2558,4,11,2,7,Retirement,Quarterly,3,8,463587,Real Estate,PhD,Salaried,Speculative,3.68
52,5690,4,18,5,1,Retirement,Monthly,1,3,713212,Crypto,Masters,Retired,Speculative,4.16
58,7121,6,14,2,25,House,Quarterly,0,9,928666,Bonds,High School,Retired,Speculative,4.97
54,19660,3,12,6,10,Education,Yearly,4,6,892699,Bonds,PhD,Unemployed,Speculative,2.17
41,13198,2,4,6,2,Retirement,Monthly,1,4,1059107,Stocks,High School,Retired,Speculative,2.08
46,5439,8,11,8,6,Retirement,Yearly,0,0,1311473,Crypto,PhD,Retired,Speculative,3.83
66,18487,2,18,1,26,Wealth Accumulation,Yearly,3,9,1581471,Stocks,High School,Freelance,Speculative,2.44
63,8520,8,1,7,21,House,Yearly,2,3,21346,Crypto,PhD,Retired,Moderate,3.42
48,6409,7,6,7,6,House,Monthly,1,0,606323,Stocks,PhD,Retired,Speculative,3.45
52,10670,3,4,9,24,Education,Quarterly,2,0,1462921,Mixed,High School,Retired,Speculative,2.26
50,13106,6,19,4,8,House,Yearly,2,6,1887616,Real Estate,PhD,Retired,Speculative,5.8
69,12934,6,10,7,26,Education,Monthly,2,2,1830798,Bonds,High School,Salaried,Speculative,3.64
38,8869,10,17,6,18,Education,Quarterly,4,8,1647619,Bonds,Masters,Unemployed,Speculative,4.65
49,3956,5,17,4,7,Wealth Accumulation,Yearly,0,10,1285512,Crypto,Masters,Salaried,Speculative,4.41
40,11766,8,6,8,18,Wealth Accumulation,Monthly,2,6,1513746,Mixed,Masters,Unemployed,Speculative,4.82
50,11086,5,9,3,1,Retirement,Quarterly,1,10,1323578,Crypto,PhD,Retired,Speculative,4.05
20,11435,7,19,8,28,Wealth Accumulation,Quarterly,4,5,1035843,Mixed,High School,Retired,Speculative,3.94
35,17412,6,13,5,24,Retirement,Monthly,0,1,1064486,Crypto,High School,Retired,Speculative,3.09
42,11255,7,19,4,25,Retirement,Yearly,1,4,1290149,Stocks,Bachelors,Salaried,Speculative,4.74
59,10638,9,19,3,14,Retirement,Monthly,4,7,650196,Stocks,Bachelors,Freelance,Speculative,5.31
48,8756,3,10,7,23,Retirement,Yearly,4,3,1484575,Bonds,Masters,Retired,Speculative,4.8
20,12856,10,1,7,20,Education,Monthly,0,7,402841,Crypto,Masters,Salaried,Speculative,5.0
57,16764,7,12,6,7,Retirement,Quarterly,2,8,144449,Crypto,High School,Unemployed,Speculative,3.77
63,4602,10,12,3,20,Retirement,Quarterly,1,7,520532,Stocks,Bachelors,Freelance,Speculative,3.23
41,6062,3,8,9,7,Retirement,Quarterly,3,5,1932952,Crypto,Masters,Salaried,Speculative,2.74
67,12877,2,16,2,4,Education,Quarterly,2,1,1682613,Bonds,High School,Retired,Speculative,3.31
49,8244,7,14,3,25,House,Quarterly,3,7,656375,Bonds,PhD,Freelance,Speculative,4.91
64,7372,4,15,1,5,House,Monthly,1,3,1960805,Crypto,Bachelors,Retired,Speculative,5.42
39,8105,1,9,7,23,Retirement,Monthly,3,0,478106,Bonds,Bachelors,Salaried,Speculative,4.19
40,13229,6,19,2,27,House,Monthly,3,4,1851283,Bonds,PhD,Salaried,Speculative,2.63
19,17956,6,11,8,24,Wealth Accumulation,Yearly,0,2,249953,Crypto,Bachelors,Salaried,Speculative,2.39
44,8705,6,4,9,21,Wealth Accumulation,Yearly,0,2,196825,Crypto,Masters,Freelance,Aggressive,3.26
59,14894,2,19,2,1,Wealth Accumulation,Quarterly,0,6,199443,Stocks,Masters,Unemployed,Speculative,2.18
19,13280,1,16,6,20,Wealth Accumulation,Quarterly,3,0,1932147,Stocks,Bachelors,Freelance,Speculative,2.9
43,1614,3,9,1,3,Education,Quarterly,3,2,290673,Mixed,PhD,Unemployed,Aggressive,2.53
34,5050,2,5,8,13,Retirement,Yearly,4,9,1541961,Crypto,PhD,Unemployed,Speculative,3.11
57,17709,6,19,5,7,Education,Yearly,4,5,1555739,Mixed,High School,Salaried,Speculative,4.59
50,16722,6,5,9,6,Education,Monthly,0,7,1219981,Crypto,Masters,Unemployed,Speculative,2.28
26,16210,5,11,3,6,Retirement,Yearly,4,5,1774344,Mixed,High School,Freelance,Speculative,3.7
60,17742,10,18,2,2,Education,Quarterly,2,10,1610593,Real Estate,High School,Salaried,Speculative,3.73
65,4777,10,1,7,16,Retirement,Monthly,4,3,174350,Crypto,Bachelors,Salaried,Aggressive,3.05
56,6906,5,12,7,6,Education,Yearly,4,7,881895,Bonds,Bachelors,Salaried,Speculative,4.0
46,2721,9,19,5,8,House,Monthly,2,9,175294,Mixed,High School,Freelance,Speculative,3.47
59,18733,5,10,7,21,House,Yearly,2,4,470376,Real Estate,PhD,Freelance,Speculative,3.68
43,4896,10,14,6,25,Wealth Accumulation,Yearly,1,9,277329,Real Estate,High School,Unemployed,Speculative,4.45
52,7941,6,12,9,11,House,Yearly,3,5,1824771,Stocks,PhD,Retired,Speculative,3.25
67,14464,4,2,3,18,Wealth Accumulation,Quarterly,3,0,362228,Real Estate,Bachelors,Freelance,Aggressive,3.12
42,6246,10,13,4,23,Wealth Accumulation,Yearly,0,3,982768,Mixed,PhD,Retired,Speculative,4.12
41,9384,1,7,9,6,Wealth Accumulation,Quarterly,1,10,614118,Real Estate,Masters,Retired,Speculative,2.49
30,19961,4,8,8,14,Education,Monthly,1,3,1630495,Real Estate,Masters,Unemployed,Speculative,2.77
24,16369,2,14,6,15,Retirement,Yearly,1,4,1787044,Stocks,Masters,Salaried,Speculative,2.0
53,17475,10,17,3,11,House,Quarterly,1,0,129753,Stocks,Bachelors,Freelance,Speculative,3.02
62,14644,3,7,9,27,Retirement,Quarterly,4,3,1354830,Crypto,PhD,Unemployed,Speculative,2.0
37,12108,7,10,9,15,House,Monthly,1,10,1878697,Bonds,Bachelors,Unemployed,Speculative,3.53
18,9128,7,4,6,13,House,Monthly,0,6,201045,Real Estate,Bachelors,Freelance,Moderate,3.55
25,18459,1,14,2,6,Education,Monthly,3,5,874843,Bonds,Bachelors,Unemployed,Speculative,3.92
63,19897,8,14,7,4,House,Yearly,1,9,1303524,Real Estate,Bachelors,Retired,Speculative,4.56
33,9168,7,6,9,14,Retirement,Yearly,3,4,1476012,Stocks,High School,Salaried,Speculative,3.28
31,7861,1,17,9,13,Retirement,Monthly,2,10,398129,Mixed,High School,Unemployed,Speculative,3.38
29,9990,8,11,3,10,House,Yearly,0,0,1505863,Crypto,Bachelors,Unemployed,Speculative,4.86
68,14750,2,11,2,25,Retirement,Quarterly,2,7,924646,Real Estate,PhD,Unemployed,Speculative,2.0
40,17988,8,3,5,22,Wealth Accumulation,Quarterly,1,4,1074458,Mixed,Bachelors,Unemployed,Speculative,2.0
32,3979,3,10,7,29,Retirement,Yearly,4,7,152350,Stocks,Bachelors,Salaried,Aggressive,2.98
45,8065,10,5,3,12,Wealth Accumulation,Yearly,4,10,1657806,Crypto,High School,Salaried,Speculative,4.14
51,5916,7,9,4,24,Wealth Accumulation,Quarterly,0,5,1575309,Bonds,High School,Salaried,Speculative,2.39
19,1597,6,14,2,8,Retirement,Quarterly,1,6,235134,Crypto,Masters,Retired,Speculative,3.59
49,6622,5,0,2,20,Wealth Accumulation,Yearly,1,9,1176810,Bonds,High School,Freelance,Speculative,2.79
40,19261,10,16,7,5,Retirement,Yearly,1,9,1077092,Real Estate,Masters,Freelance,Speculative,2.79
39,13164,2,2,2,2,Retirement,Monthly,1,0,202174,Bonds,PhD,Unemployed,Moderate,2.57
68,2699,2,10,1,20,House,Monthly,0,5,274260,Bonds,Masters,Salaried,Aggressive,2.0
42,18100,1,17,4,12,Retirement,Yearly,0,2,1066670,Crypto,PhD,Unemployed,Speculative,3.84
39,14429,9,9,6,6,Retirement,Quarterly,0,2,1888416,Real Estate,Bachelors,Unemployed,Speculative,4.38
39,14796,8,8,4,15,House,Yearly,4,2,513001,Stocks,Bachelors,Freelance,Speculative,2.82
66,5086,8,6,1,18,Education,Quarterly,1,5,131034,Crypto,Masters,Retired,Aggressive,4.02
69,1665,1,10,1,18,Retirement,Yearly,2,7,208011,Real Estate,PhD,Unemployed,Moderate,3.19
59,15605,5,7,9,10,Education,Yearly,3,2,20575,Mixed,Bachelors,Unemployed,Conservative,2.0
23,18463,6,1,1,7,Education,Quarterly,0,2,912040,Stocks,Masters,Retired,Speculative,2.95
32,9419,2,4,7,10,House,Quarterly,0,4,199794,Bonds,PhD,Freelance,Moderate,3.04
60,16184,10,8,7,5,Education,Yearly,4,5,447689,Mixed,Bachelors,Unemployed,Speculative,3.91
54,2069,5,0,1,16,Education,Quarterly,4,5,892681,Bonds,High School,Unemployed,Speculative,2.0
50,6263,6,16,1,29,Wealth Accumulation,Quarterly,3,6,1514773,Real Estate,Bachelors,Retired,Speculative,4.02
25,17109,9,9,6,19,Education,Yearly,4,6,857657,Stocks,Masters,Salaried,Speculative,2.39
61,8951,10,7,8,3,House,Monthly,0,10,1405586,Stocks,Masters,Retired,Speculative,2.0
61,13919,1,17,7,7,Retirement,Monthly,1,2,1827241,Crypto,PhD,Retired,Speculative,3.78
22,2363,10,9,6,19,Wealth Accumulation,Quarterly,1,4,852094,Real Estate,High School,Freelance,Speculative,3.41
56,5508,3,8,3,12,House,Yearly,4,0,9315,Bonds,Masters,Unemployed,Moderate,2.81
21,2755,9,3,7,10,House,Quarterly,3,0,1961774,Bonds,High School,Retired,Speculative,4.61
23,1519,1,1,6,5,Wealth Accumulation,Yearly,1,1,1687069,Bonds,High School,Retired,Speculative,2.65
62,12736,1,18,8,29,Wealth Accumulation,Monthly,0,1,1296049,Bonds,PhD,Unemployed,Speculative,2.59
49,11514,1,9,4,2,House,Monthly,1,6,416104,Stocks,PhD,Unemployed,Speculative,2.0
69,15688,7,16,9,3,Retirement,Monthly,3,4,1652333,Stocks,High School,Retired,Speculative,4.62
47,8233,5,2,1,14,Education,Quarterly,4,2,440443,Bonds,High School,Salaried,Aggressive,3.23
64,2102,6,18,7,15,Retirement,Monthly,2,6,1572710,Crypto,Masters,Salaried,Speculative,3.93
52,1597,8,18,9,20,Education,Monthly,1,2,963904,Mixed,High School,Unemployed,Speculative,4.38
57,14947,2,18,1,13,Retirement,Quarterly,0,2,1539669,Real Estate,PhD,Freelance,Speculative,4.86
69,13241,2,18,3,17,Wealth Accumulation,Yearly,3,3,1651245,Bonds,PhD,Unemployed,Speculative,2.55
33,6781,3,14,7,20,Wealth Accumulation,Monthly,1,4,1218704,Real Estate,Masters,Salaried,Speculative,2.43
30,11797,3,17,9,4,Wealth Accumulation,Yearly,2,7,1497734,Bonds,PhD,Retired,Speculative,3.28
67,7256,3,16,1,19,House,Yearly,4,8,1001183,Crypto,High School,Freelance,Speculative,2.48
59,11380,4,9,6,26,House,Quarterly,1,4,121764,Mixed,Bachelors,Unemployed,Moderate,2.94
47,9780,3,13,2,15,Education,Yearly,3,7,1283916,Bonds,PhD,Retired,Speculative,2.93
36,7554,2,18,5,15,Wealth Accumulation,Yearly,1,2,357681,Bonds,Masters,Salaried,Speculative,3.93
34,13664,9,17,7,9,House,Quarterly,4,10,1283779,Mixed,High School,Retired,Speculative,3.43
